Country,Year,FAO_Area,FAO_Species_Code,FAO_Species_Name,Species scientific name,Landings
DEU,1933,UNK,SHX,"Dogfish sharks, etc. nei",Squaliformes,
DEU,1933,UNK,SKA,Raja rays nei,Raja spp,
DEU,1933,UNK,SLX,Salmonoids nei,Salmonoidei,
DEU,1933,UNK,SME,European smelt,Osmerus eperlanus,
DEU,1933,UNK,SOL,Common sole,Solea solea,
DEU,1933,UNK,SPR,European sprat,Sprattus sprattus,
DEU,1933,UNK,TUR,Turbot,Psetta maxima,
DEU,1933,UNK,USK,Tusk(=Cusk),Brosme brosme,
DEU,1933,UNK,WHG,Whiting,Merlangius merlangus,
DEU,1933,UNK,WIT,Witch flounder,Glyptocephalus cynoglossus,
DEU,1933,Va,BFT,Atlantic bluefin tuna,Thunnus thynnus,
DEU,1933,Va,BLL,Brill,Scophthalmus rhombus,
DEU,1933,Va,CAT,Wolffishes(=Catfishes) nei,Anarhichas spp,447
DEU,1933,Va,CLU,Clupeoids nei,Clupeoidei,
DEU,1933,Va,COD,Atlantic cod,Gadus morhua,57250
DEU,1933,Va,CPR,Common prawn,Palaemon serratus,
DEU,1933,Va,CRE,Edible crab,Cancer pagurus,
DEU,1933,Va,CSH,Common shrimp,Crangon crangon,
DEU,1933,Va,DAB,Common dab,Limanda limanda,16
DEU,1933,Va,ELE,European eel,Anguilla anguilla,
DEU,1933,Va,FIN,Finfishes nei,Osteichthyes,1872
DEU,1933,Va,FLE,European flounder,Platichthys flesus,
DEU,1933,Va,FRF,Freshwater fishes nei,Osteichthyes,
DEU,1933,Va,GUX,"Gurnards, searobins nei",Triglidae,
DEU,1933,Va,HAD,Haddock,Melanogrammus aeglefinus,5954
DEU,1933,Va,HAL,Atlantic halibut,Hippoglossus hippoglossus,309
DEU,1933,Va,HER,Atlantic herring,Clupea harengus,1
DEU,1933,Va,HKE,European hake,Merluccius merluccius,
DEU,1933,Va,LBE,European lobster,Homarus gammarus,
DEU,1933,Va,LEM,Lemon sole,Microstomus kitt,244
DEU,1933,Va,LIN,Ling,Molva molva,1710
DEU,1933,Va,MAC,Atlantic mackerel,Scomber scombrus,
DEU,1933,Va,MEG,Megrim,Lepidorhombus whiffiagonis,213
DEU,1933,Va,MON,Angler(=Monk),Lophius piscatorius,78
DEU,1933,Va,MUS,Blue mussel,Mytilus edulis,
DEU,1933,Va,OYX,Flat oysters nei,Ostrea spp,
DEU,1933,Va,PLE,European plaice,Pleuronectes platessa,162
DEU,1933,Va,POK,Saithe(=Pollock),Pollachius virens,19569
DEU,1933,Va,RED,Atlantic redfishes nei,Sebastes spp,12361
DEU,1933,Va,SBX,"Porgies, seabreams nei",Sparidae,
DEU,1933,Va,SHX,"Dogfish sharks, etc. nei",Squaliformes,237
DEU,1933,Va,SKA,Raja rays nei,Raja spp,248
DEU,1933,Va,SLX,Salmonoids nei,Salmonoidei,
DEU,1933,Va,SME,European smelt,Osmerus eperlanus,
DEU,1933,Va,SOL,Common sole,Solea solea,
DEU,1933,Va,SPR,European sprat,Sprattus sprattus,
DEU,1933,Va,TUR,Turbot,Psetta maxima,
DEU,1933,Va,USK,Tusk(=Cusk),Brosme brosme,317
DEU,1933,Va,WHG,Whiting,Merlangius merlangus,521
DEU,1933,Va,WIT,Witch flounder,Glyptocephalus cynoglossus,710
DEU,1933,VIb,BFT,Atlantic bluefin tuna,Thunnus thynnus,
DEU,1933,VIb,BLL,Brill,Scophthalmus rhombus,
DEU,1933,VIb,CAT,Wolffishes(=Catfishes) nei,Anarhichas spp,
DEU,1933,VIb,CLU,Clupeoids nei,Clupeoidei,
DEU,1933,VIb,COD,Atlantic cod,Gadus morhua,4
DEU,1933,VIb,CPR,Common prawn,Palaemon serratus,
DEU,1933,VIb,CRE,Edible crab,Cancer pagurus,
DEU,1933,VIb,CSH,Common shrimp,Crangon crangon,
DEU,1933,VIb,DAB,Common dab,Limanda limanda,
DEU,1933,VIb,ELE,European eel,Anguilla anguilla,
DEU,1933,VIb,FIN,Finfishes nei,Osteichthyes,
DEU,1933,VIb,FLE,European flounder,Platichthys flesus,
DEU,1933,VIb,FRF,Freshwater fishes nei,Osteichthyes,
DEU,1933,VIb,GUX,"Gurnards, searobins nei",Triglidae,
DEU,1933,VIb,HAD,Haddock,Melanogrammus aeglefinus,35
DEU,1933,VIb,HAL,Atlantic halibut,Hippoglossus hippoglossus,1
DEU,1933,VIb,HER,Atlantic herring,Clupea harengus,
DEU,1933,VIb,HKE,European hake,Merluccius merluccius,
DEU,1933,VIb,LBE,European lobster,Homarus gammarus,
DEU,1933,VIb,LEM,Lemon sole,Microstomus kitt,
DEU,1933,VIb,LIN,Ling,Molva molva,2
DEU,1933,VIb,MAC,Atlantic mackerel,Scomber scombrus,
DEU,1933,VIb,MEG,Megrim,Lepidorhombus whiffiagonis,1
DEU,1933,VIb,MON,Angler(=Monk),Lophius piscatorius,
DEU,1933,VIb,MUS,Blue mussel,Mytilus edulis,
DEU,1933,VIb,OYX,Flat oysters nei,Ostrea spp,
DEU,1933,VIb,PLE,European plaice,Pleuronectes platessa,
DEU,1933,VIb,POK,Saithe(=Pollock),Pollachius virens,1
DEU,1933,VIb,RED,Atlantic redfishes nei,Sebastes spp,
DEU,1933,VIb,SBX,"Porgies, seabreams nei",Sparidae,
DEU,1933,VIb,SHX,"Dogfish sharks, etc. nei",Squaliformes,
DEU,1933,VIb,SKA,Raja rays nei,Raja spp,1
DEU,1933,VIb,SLX,Salmonoids nei,Salmonoidei,
DEU,1933,VIb,SME,European smelt,Osmerus eperlanus,
DEU,1933,VIb,SOL,Common sole,Solea solea,
DEU,1933,VIb,SPR,European sprat,Sprattus sprattus,
DEU,1933,VIb,TUR,Turbot,Psetta maxima,
DEU,1933,VIb,USK,Tusk(=Cusk),Brosme brosme,1
DEU,1933,VIb,WHG,Whiting,Merlangius merlangus,
DEU,1933,VIb,WIT,Witch flounder,Glyptocephalus cynoglossus,
DEU,1934,I,BFT,Atlantic bluefin tuna,Thunnus thynnus,
DEU,1934,I,BLL,Brill,Scophthalmus rhombus,
DEU,1934,I,CAT,Wolffishes(=Catfishes) nei,Anarhichas spp,783
DEU,1934,I,CLU,Clupeoids nei,Clupeoidei,
DEU,1934,I,COD,Atlantic cod,Gadus morhua,22715
DEU,1934,I,COE,European conger,Conger conger,
DEU,1934,I,CPR,Common prawn,Palaemon serratus,
DEU,1934,I,CRE,Edible crab,Cancer pagurus,
DEU,1934,I,CSH,Common shrimp,Crangon crangon,
DEU,1934,I,DAB,Common dab,Limanda limanda,32
DEU,1934,I,ELE,European eel,Anguilla anguilla,
DEU,1934,I,FIN,Finfishes nei,Osteichthyes,706
DEU,1934,I,FLE,European flounder,Platichthys flesus,
DEU,1934,I,FRF,Freshwater fishes nei,Osteichthyes,
DEU,1934,I,GUX,"Gurnards, searobins nei",Triglidae,
DEU,1934,I,HAD,Haddock,Melanogrammus aeglefinus,7317
DEU,1934,I,HAL,Atlantic halibut,Hippoglossus hippoglossus,76
DEU,1934,I,HER,Atlantic herring,Clupea harengus,
DEU,1934,I,HKE,European hake,Merluccius merluccius,
DEU,1934,I,LBE,European lobster,Homarus gammarus,
DEU,1934,I,LEM,Lemon sole,Microstomus kitt,
DEU,1934,I,LIN,Ling,Molva molva,8
DEU,1934,I,MAC,Atlantic mackerel,Scomber scombrus,
DEU,1934,I,MEG,Megrim,Lepidorhombus whiffiagonis,1
DEU,1934,I,MON,Angler(=Monk),Lophius piscatorius,
DEU,1934,I,MUS,Blue mussel,Mytilus edulis,
DEU,1934,I,OYX,Flat oysters nei,Ostrea spp,
DEU,1934,I,PLE,European plaice,Pleuronectes platessa,82
DEU,1934,I,POK,Saithe(=Pollock),Pollachius virens,153
DEU,1934,I,RED,Atlantic redfishes nei,Sebastes spp,4331
DEU,1934,I,SBX,"Porgies, seabreams nei",Sparidae,22
DEU,1934,I,SHX,"Dogfish sharks, etc. nei",Squaliformes,2
DEU,1934,I,SKA,Raja rays nei,Raja spp,2
DEU,1934,I,SLX,Salmonoids nei,Salmonoidei,
DEU,1934,I,SME,European smelt,Osmerus eperlanus,
DEU,1934,I,SOL,Common sole,Solea solea,
DEU,1934,I,SPR,European sprat,Sprattus sprattus,
DEU,1934,I,TUR,Turbot,Psetta maxima,
DEU,1934,I,USK,Tusk(=Cusk),Brosme brosme,1
DEU,1934,I,WHG,Whiting,Merlangius merlangus,
DEU,1934,I,WIT,Witch flounder,Glyptocephalus cynoglossus,
DEU,1934,IIa,BFT,Atlantic bluefin tuna,Thunnus thynnus,
DEU,1934,IIa,BLL,Brill,Scophthalmus rhombus,
DEU,1934,IIa,CAT,Wolffishes(=Catfishes) nei,Anarhichas spp,15
DEU,1934,IIa,CLU,Clupeoids nei,Clupeoidei,
DEU,1934,IIa,COD,Atlantic cod,Gadus morhua,7494
DEU,1934,IIa,COE,European conger,Conger conger,
DEU,1934,IIa,CPR,Common prawn,Palaemon serratus,
DEU,1934,IIa,CRE,Edible crab,Cancer pagurus,
DEU,1934,IIa,CSH,Common shrimp,Crangon crangon,
DEU,1934,IIa,DAB,Common dab,Limanda limanda,
DEU,1934,IIa,ELE,European eel,Anguilla anguilla,
DEU,1934,IIa,FIN,Finfishes nei,Osteichthyes,496
DEU,1934,IIa,FLE,European flounder,Platichthys flesus,
DEU,1934,IIa,FRF,Freshwater fishes nei,Osteichthyes,
DEU,1934,IIa,GUX,"Gurnards, searobins nei",Triglidae,
DEU,1934,IIa,HAD,Haddock,Melanogrammus aeglefinus,3951
DEU,1934,IIa,HAL,Atlantic halibut,Hippoglossus hippoglossus,37
DEU,1934,IIa,HER,Atlantic herring,Clupea harengus,
DEU,1934,IIa,HKE,European hake,Merluccius merluccius,
DEU,1934,IIa,LBE,European lobster,Homarus gammarus,
DEU,1934,IIa,LEM,Lemon sole,Microstomus kitt,1
DEU,1934,IIa,LIN,Ling,Molva molva,75
DEU,1934,IIa,MAC,Atlantic mackerel,Scomber scombrus,
DEU,1934,IIa,MEG,Megrim,Lepidorhombus whiffiagonis,
DEU,1934,IIa,MON,Angler(=Monk),Lophius piscatorius,4
DEU,1934,IIa,MUS,Blue mussel,Mytilus edulis,
DEU,1934,IIa,OYX,Flat oysters nei,Ostrea spp,
DEU,1934,IIa,PLE,European plaice,Pleuronectes platessa,2
DEU,1934,IIa,POK,Saithe(=Pollock),Pollachius virens,1036
DEU,1934,IIa,RED,Atlantic redfishes nei,Sebastes spp,4945
DEU,1934,IIa,SBX,"Porgies, seabreams nei",Sparidae,97
DEU,1934,IIa,SHX,"Dogfish sharks, etc. nei",Squaliformes,13
DEU,1934,IIa,SKA,Raja rays nei,Raja spp,2
DEU,1934,IIa,SLX,Salmonoids nei,Salmonoidei,
DEU,1934,IIa,SME,European smelt,Osmerus eperlanus,
DEU,1934,IIa,SOL,Common sole,Solea solea,
DEU,1934,IIa,SPR,European sprat,Sprattus sprattus,
DEU,1934,IIa,TUR,Turbot,Psetta maxima,
DEU,1934,IIa,USK,Tusk(=Cusk),Brosme brosme,4
DEU,1934,IIa,WHG,Whiting,Merlangius merlangus,
DEU,1934,IIa,WIT,Witch flounder,Glyptocephalus cynoglossus,
DEU,1934,IIb,BFT,Atlantic bluefin tuna,Thunnus thynnus,
DEU,1934,IIb,BLL,Brill,Scophthalmus rhombus,
DEU,1934,IIb,CAT,Wolffishes(=Catfishes) nei,Anarhichas spp,195
DEU,1934,IIb,CLU,Clupeoids nei,Clupeoidei,
DEU,1934,IIb,COD,Atlantic cod,Gadus morhua,7724
DEU,1934,IIb,COE,European conger,Conger conger,
DEU,1934,IIb,CPR,Common prawn,Palaemon serratus,
DEU,1934,IIb,CRE,Edible crab,Cancer pagurus,
DEU,1934,IIb,CSH,Common shrimp,Crangon crangon,
DEU,1934,IIb,DAB,Common dab,Limanda limanda,
DEU,1934,IIb,ELE,European eel,Anguilla anguilla,
DEU,1934,IIb,FIN,Finfishes nei,Osteichthyes,328
DEU,1934,IIb,FLE,European flounder,Platichthys flesus,
DEU,1934,IIb,FRF,Freshwater fishes nei,Osteichthyes,
DEU,1934,IIb,GUX,"Gurnards, searobins nei",Triglidae,
DEU,1934,IIb,HAD,Haddock,Melanogrammus aeglefinus,2276
DEU,1934,IIb,HAL,Atlantic halibut,Hippoglossus hippoglossus,66
DEU,1934,IIb,HER,Atlantic herring,Clupea harengus,
DEU,1934,IIb,HKE,European hake,Merluccius merluccius,
DEU,1934,IIb,LBE,European lobster,Homarus gammarus,
DEU,1934,IIb,LEM,Lemon sole,Microstomus kitt,
DEU,1934,IIb,LIN,Ling,Molva molva,7
DEU,1934,IIb,MAC,Atlantic mackerel,Scomber scombrus,
DEU,1934,IIb,MEG,Megrim,Lepidorhombus whiffiagonis,
DEU,1934,IIb,MON,Angler(=Monk),Lophius piscatorius,
DEU,1934,IIb,MUS,Blue mussel,Mytilus edulis,
DEU,1934,IIb,OYX,Flat oysters nei,Ostrea spp,
DEU,1934,IIb,PLE,European plaice,Pleuronectes platessa,
DEU,1934,IIb,POK,Saithe(=Pollock),Pollachius virens,2223
DEU,1934,IIb,RED,Atlantic redfishes nei,Sebastes spp,3323
DEU,1934,IIb,SBX,"Porgies, seabreams nei",Sparidae,2
DEU,1934,IIb,SHX,"Dogfish sharks, etc. nei",Squaliformes,
DEU,1934,IIb,SKA,Raja rays nei,Raja spp,6
DEU,1934,IIb,SLX,Salmonoids nei,Salmonoidei,
DEU,1934,IIb,SME,European smelt,Osmerus eperlanus,
DEU,1934,IIb,SOL,Common sole,Solea solea,
DEU,1934,IIb,SPR,European sprat,Sprattus sprattus,
DEU,1934,IIb,TUR,Turbot,Psetta maxima,
DEU,1934,IIb,USK,Tusk(=Cusk),Brosme brosme,
DEU,1934,IIb,WHG,Whiting,Merlangius merlangus,
DEU,1934,IIb,WIT,Witch flounder,Glyptocephalus cynoglossus,
DEU,1934,IIIa,BFT,Atlantic bluefin tuna,Thunnus thynnus,
DEU,1934,IIIa,BLL,Brill,Scophthalmus rhombus,43
DEU,1934,IIIa,CAT,Wolffishes(=Catfishes) nei,Anarhichas spp,16
DEU,1934,IIIa,CLU,Clupeoids nei,Clupeoidei,
DEU,1934,IIIa,COD,Atlantic cod,Gadus morhua,432
DEU,1934,IIIa,COE,European conger,Conger conger,
DEU,1934,IIIa,CPR,Common prawn,Palaemon serratus,
DEU,1934,IIIa,CRE,Edible crab,Cancer pagurus,
DEU,1934,IIIa,CSH,Common shrimp,Crangon crangon,
DEU,1934,IIIa,DAB,Common dab,Limanda limanda,13
DEU,1934,IIIa,ELE,European eel,Anguilla anguilla,
DEU,1934,IIIa,FIN,Finfishes nei,Osteichthyes,162
DEU,1934,IIIa,FLE,European flounder,Platichthys flesus,17
DEU,1934,IIIa,FRF,Freshwater fishes nei,Osteichthyes,
DEU,1934,IIIa,GUX,"Gurnards, searobins nei",Triglidae,44
DEU,1934,IIIa,HAD,Haddock,Melanogrammus aeglefinus,80
DEU,1934,IIIa,HAL,Atlantic halibut,Hippoglossus hippoglossus,
DEU,1934,IIIa,HER,Atlantic herring,Clupea harengus,254
DEU,1934,IIIa,HKE,European hake,Merluccius merluccius,8
DEU,1934,IIIa,LBE,European lobster,Homarus gammarus,
DEU,1934,IIIa,LEM,Lemon sole,Microstomus kitt,4
DEU,1934,IIIa,LIN,Ling,Molva molva,5
DEU,1934,IIIa,MAC,Atlantic mackerel,Scomber scombrus,22
DEU,1934,IIIa,MEG,Megrim,Lepidorhombus whiffiagonis,
DEU,1934,IIIa,MON,Angler(=Monk),Lophius piscatorius,3
DEU,1934,IIIa,MUS,Blue mussel,Mytilus edulis,
DEU,1934,IIIa,OYX,Flat oysters nei,Ostrea spp,
DEU,1934,IIIa,PLE,European plaice,Pleuronectes platessa,45
DEU,1934,IIIa,POK,Saithe(=Pollock),Pollachius virens,20
DEU,1934,IIIa,RED,Atlantic redfishes nei,Sebastes spp,
DEU,1934,IIIa,SBX,"Porgies, seabreams nei",Sparidae,
DEU,1934,IIIa,SHX,"Dogfish sharks, etc. nei",Squaliformes,12
DEU,1934,IIIa,SKA,Raja rays nei,Raja spp,13
DEU,1934,IIIa,SLX,Salmonoids nei,Salmonoidei,
DEU,1934,IIIa,SME,European smelt,Osmerus eperlanus,
DEU,1934,IIIa,SOL,Common sole,Solea solea,30
DEU,1934,IIIa,SPR,European sprat,Sprattus sprattus,
DEU,1934,IIIa,TUR,Turbot,Psetta maxima,17
DEU,1934,IIIa,USK,Tusk(=Cusk),Brosme brosme,
DEU,1934,IIIa,WHG,Whiting,Merlangius merlangus,216
DEU,1934,IIIa,WIT,Witch flounder,Glyptocephalus cynoglossus,2
DEU,1934,IIIc,BFT,Atlantic bluefin tuna,Thunnus thynnus,
DEU,1934,IIIc,BLL,Brill,Scophthalmus rhombus,
DEU,1934,IIIc,CAT,Wolffishes(=Catfishes) nei,Anarhichas spp,
DEU,1934,IIIc,CLU,Clupeoids nei,Clupeoidei,3
DEU,1934,IIIc,COD,Atlantic cod,Gadus morhua,2194
DEU,1934,IIIc,COE,European conger,Conger conger,
DEU,1934,IIIc,CPR,Common prawn,Palaemon serratus,
DEU,1934,IIIc,CRE,Edible crab,Cancer pagurus,
DEU,1934,IIIc,CSH,Common shrimp,Crangon crangon,
DEU,1934,IIIc,DAB,Common dab,Limanda limanda,276
DEU,1934,IIIc,ELE,European eel,Anguilla anguilla,116
DEU,1934,IIIc,FIN,Finfishes nei,Osteichthyes,39
DEU,1934,IIIc,FLE,European flounder,Platichthys flesus,325
DEU,1934,IIIc,FRF,Freshwater fishes nei,Osteichthyes,29
DEU,1934,IIIc,GUX,"Gurnards, searobins nei",Triglidae,
DEU,1934,IIIc,HAD,Haddock,Melanogrammus aeglefinus,
DEU,1934,IIIc,HAL,Atlantic halibut,Hippoglossus hippoglossus,
DEU,1934,IIIc,HER,Atlantic herring,Clupea harengus,1556
DEU,1934,IIIc,HKE,European hake,Merluccius merluccius,
DEU,1934,IIIc,LBE,European lobster,Homarus gammarus,
DEU,1934,IIIc,LEM,Lemon sole,Microstomus kitt,
DEU,1934,IIIc,LIN,Ling,Molva molva,
DEU,1934,IIIc,MAC,Atlantic mackerel,Scomber scombrus,15
DEU,1934,IIIc,MEG,Megrim,Lepidorhombus whiffiagonis,
DEU,1934,IIIc,MON,Angler(=Monk),Lophius piscatorius,
DEU,1934,IIIc,MUS,Blue mussel,Mytilus edulis,
DEU,1934,IIIc,OYX,Flat oysters nei,Ostrea spp,
DEU,1934,IIIc,PLE,European plaice,Pleuronectes platessa,140
DEU,1934,IIIc,POK,Saithe(=Pollock),Pollachius virens,
DEU,1934,IIIc,RED,Atlantic redfishes nei,Sebastes spp,
DEU,1934,IIIc,SBX,"Porgies, seabreams nei",Sparidae,
DEU,1934,IIIc,SHX,"Dogfish sharks, etc. nei",Squaliformes,
DEU,1934,IIIc,SKA,Raja rays nei,Raja spp,
DEU,1934,IIIc,SLX,Salmonoids nei,Salmonoidei,5
DEU,1934,IIIc,SME,European smelt,Osmerus eperlanus,
DEU,1934,IIIc,SOL,Common sole,Solea solea,
DEU,1934,IIIc,SPR,European sprat,Sprattus sprattus,184
DEU,1934,IIIc,TUR,Turbot,Psetta maxima,18
DEU,1934,IIIc,USK,Tusk(=Cusk),Brosme brosme,
DEU,1934,IIIc,WHG,Whiting,Merlangius merlangus,42
DEU,1934,IIIc,WIT,Witch flounder,Glyptocephalus cynoglossus,
DEU,1934,"IIIc,d",BFT,Atlantic bluefin tuna,Thunnus thynnus,
DEU,1934,"IIIc,d",BLL,Brill,Scophthalmus rhombus,
DEU,1934,"IIIc,d",CAT,Wolffishes(=Catfishes) nei,Anarhichas spp,
DEU,1934,"IIIc,d",CLU,Clupeoids nei,Clupeoidei,
DEU,1934,"IIIc,d",COD,Atlantic cod,Gadus morhua,
DEU,1934,"IIIc,d",COE,European conger,Conger conger,
DEU,1934,"IIIc,d",CPR,Common prawn,Palaemon serratus,19
DEU,1934,"IIIc,d",CRE,Edible crab,Cancer pagurus,
DEU,1934,"IIIc,d",CSH,Common shrimp,Crangon crangon,
DEU,1934,"IIIc,d",DAB,Common dab,Limanda limanda,
DEU,1934,"IIIc,d",ELE,European eel,Anguilla anguilla,
DEU,1934,"IIIc,d",FIN,Finfishes nei,Osteichthyes,
DEU,1934,"IIIc,d",FLE,European flounder,Platichthys flesus,
DEU,1934,"IIIc,d",FRF,Freshwater fishes nei,Osteichthyes,
DEU,1934,"IIIc,d",GUX,"Gurnards, searobins nei",Triglidae,
DEU,1934,"IIIc,d",HAD,Haddock,Melanogrammus aeglefinus,
DEU,1934,"IIIc,d",HAL,Atlantic halibut,Hippoglossus hippoglossus,
DEU,1934,"IIIc,d",HER,Atlantic herring,Clupea harengus,
DEU,1934,"IIIc,d",HKE,European hake,Merluccius merluccius,
DEU,1934,"IIIc,d",LBE,European lobster,Homarus gammarus,
DEU,1934,"IIIc,d",LEM,Lemon sole,Microstomus kitt,
DEU,1934,"IIIc,d",LIN,Ling,Molva molva,
DEU,1934,"IIIc,d",MAC,Atlantic mackerel,Scomber scombrus,
DEU,1934,"IIIc,d",MEG,Megrim,Lepidorhombus whiffiagonis,
DEU,1934,"IIIc,d",MON,Angler(=Monk),Lophius piscatorius,
DEU,1934,"IIIc,d",MUS,Blue mussel,Mytilus edulis,80
DEU,1934,"IIIc,d",OYX,Flat oysters nei,Ostrea spp,
DEU,1934,"IIIc,d",PLE,European plaice,Pleuronectes platessa,
DEU,1934,"IIIc,d",POK,Saithe(=Pollock),Pollachius virens,
DEU,1934,"IIIc,d",RED,Atlantic redfishes nei,Sebastes spp,
DEU,1934,"IIIc,d",SBX,"Porgies, seabreams nei",Sparidae,
DEU,1934,"IIIc,d",SHX,"Dogfish sharks, etc. nei",Squaliformes,
DEU,1934,"IIIc,d",SKA,Raja rays nei,Raja spp,
DEU,1934,"IIIc,d",SLX,Salmonoids nei,Salmonoidei,
DEU,1934,"IIIc,d",SME,European smelt,Osmerus eperlanus,
DEU,1934,"IIIc,d",SOL,Common sole,Solea solea,
DEU,1934,"IIIc,d",SPR,European sprat,Sprattus sprattus,
DEU,1934,"IIIc,d",TUR,Turbot,Psetta maxima,
DEU,1934,"IIIc,d",USK,Tusk(=Cusk),Brosme brosme,
DEU,1934,"IIIc,d",WHG,Whiting,Merlangius merlangus,
DEU,1934,"IIIc,d",WIT,Witch flounder,Glyptocephalus cynoglossus,
DEU,1934,IIId,BFT,Atlantic bluefin tuna,Thunnus thynnus,
DEU,1934,IIId,BLL,Brill,Scophthalmus rhombus,
DEU,1934,IIId,CAT,Wolffishes(=Catfishes) nei,Anarhichas spp,
DEU,1934,IIId,CLU,Clupeoids nei,Clupeoidei,11
DEU,1934,IIId,COD,Atlantic cod,Gadus morhua,2253
DEU,1934,IIId,COE,European conger,Conger conger,
DEU,1934,IIId,CPR,Common prawn,Palaemon serratus,
DEU,1934,IIId,CRE,Edible crab,Cancer pagurus,
DEU,1934,IIId,CSH,Common shrimp,Crangon crangon,
DEU,1934,IIId,DAB,Common dab,Limanda limanda,421
DEU,1934,IIId,ELE,European eel,Anguilla anguilla,1700
DEU,1934,IIId,FIN,Finfishes nei,Osteichthyes,425
DEU,1934,IIId,FLE,European flounder,Platichthys flesus,6048
DEU,1934,IIId,FRF,Freshwater fishes nei,Osteichthyes,7084
DEU,1934,IIId,GUX,"Gurnards, searobins nei",Triglidae,
DEU,1934,IIId,HAD,Haddock,Melanogrammus aeglefinus,
DEU,1934,IIId,HAL,Atlantic halibut,Hippoglossus hippoglossus,
DEU,1934,IIId,HER,Atlantic herring,Clupea harengus,5191
DEU,1934,IIId,HKE,European hake,Merluccius merluccius,
DEU,1934,IIId,LBE,European lobster,Homarus gammarus,
DEU,1934,IIId,LEM,Lemon sole,Microstomus kitt,
DEU,1934,IIId,LIN,Ling,Molva molva,
DEU,1934,IIId,MAC,Atlantic mackerel,Scomber scombrus,
DEU,1934,IIId,MEG,Megrim,Lepidorhombus whiffiagonis,
DEU,1934,IIId,MON,Angler(=Monk),Lophius piscatorius,
DEU,1934,IIId,MUS,Blue mussel,Mytilus edulis,
DEU,1934,IIId,OYX,Flat oysters nei,Ostrea spp,
DEU,1934,IIId,PLE,European plaice,Pleuronectes platessa,515
DEU,1934,IIId,POK,Saithe(=Pollock),Pollachius virens,
DEU,1934,IIId,RED,Atlantic redfishes nei,Sebastes spp,
DEU,1934,IIId,SBX,"Porgies, seabreams nei",Sparidae,
DEU,1934,IIId,SHX,"Dogfish sharks, etc. nei",Squaliformes,
DEU,1934,IIId,SKA,Raja rays nei,Raja spp,
DEU,1934,IIId,SLX,Salmonoids nei,Salmonoidei,193
DEU,1934,IIId,SME,European smelt,Osmerus eperlanus,6049
DEU,1934,IIId,SOL,Common sole,Solea solea,
DEU,1934,IIId,SPR,European sprat,Sprattus sprattus,4544
DEU,1934,IIId,TUR,Turbot,Psetta maxima,174
DEU,1934,IIId,USK,Tusk(=Cusk),Brosme brosme,
DEU,1934,IIId,WHG,Whiting,Merlangius merlangus,
DEU,1934,IIId,WIT,Witch flounder,Glyptocephalus cynoglossus,
DEU,1934,IV,BFT,Atlantic bluefin tuna,Thunnus thynnus,22
DEU,1934,IV,BLL,Brill,Scophthalmus rhombus,131
DEU,1934,IV,CAT,Wolffishes(=Catfishes) nei,Anarhichas spp,53
DEU,1934,IV,CLU,Clupeoids nei,Clupeoidei,
DEU,1934,IV,COD,Atlantic cod,Gadus morhua,2907
DEU,1934,IV,COE,European conger,Conger conger,
DEU,1934,IV,CPR,Common prawn,Palaemon serratus,
DEU,1934,IV,CRE,Edible crab,Cancer pagurus,38
DEU,1934,IV,CSH,Common shrimp,Crangon crangon,24726
DEU,1934,IV,DAB,Common dab,Limanda limanda,77
DEU,1934,IV,ELE,European eel,Anguilla anguilla,44
DEU,1934,IV,FIN,Finfishes nei,Osteichthyes,6035
DEU,1934,IV,FLE,European flounder,Platichthys flesus,188
DEU,1934,IV,FRF,Freshwater fishes nei,Osteichthyes,245
DEU,1934,IV,GUX,"Gurnards, searobins nei",Triglidae,213
DEU,1934,IV,HAD,Haddock,Melanogrammus aeglefinus,4223
DEU,1934,IV,HAL,Atlantic halibut,Hippoglossus hippoglossus,46
DEU,1934,IV,HER,Atlantic herring,Clupea harengus,163413
DEU,1934,IV,HKE,European hake,Merluccius merluccius,172
DEU,1934,IV,LBE,European lobster,Homarus gammarus,136
DEU,1934,IV,LEM,Lemon sole,Microstomus kitt,29
DEU,1934,IV,LIN,Ling,Molva molva,641
DEU,1934,IV,MAC,Atlantic mackerel,Scomber scombrus,2659
DEU,1934,IV,MEG,Megrim,Lepidorhombus whiffiagonis,151
DEU,1934,IV,MON,Angler(=Monk),Lophius piscatorius,217
DEU,1934,IV,MUS,Blue mussel,Mytilus edulis,2423
DEU,1934,IV,OYX,Flat oysters nei,Ostrea spp,9
DEU,1934,IV,PLE,European plaice,Pleuronectes platessa,2209
DEU,1934,IV,POK,Saithe(=Pollock),Pollachius virens,7409
DEU,1934,IV,RED,Atlantic redfishes nei,Sebastes spp,25
DEU,1934,IV,SBX,"Porgies, seabreams nei",Sparidae,
DEU,1934,IV,SHX,"Dogfish sharks, etc. nei",Squaliformes,917
DEU,1934,IV,SKA,Raja rays nei,Raja spp,275
DEU,1934,IV,SLX,Salmonoids nei,Salmonoidei,
DEU,1934,IV,SME,European smelt,Osmerus eperlanus,466
DEU,1934,IV,SOL,Common sole,Solea solea,262
DEU,1934,IV,SPR,European sprat,Sprattus sprattus,1710
DEU,1934,IV,TUR,Turbot,Psetta maxima,279
DEU,1934,IV,USK,Tusk(=Cusk),Brosme brosme,51
DEU,1934,IV,WHG,Whiting,Merlangius merlangus,4064
DEU,1934,IV,WIT,Witch flounder,Glyptocephalus cynoglossus,101
