Country,Year,FAO_Area,FAO_Species_Code,FAO_Species_Name,Species scientific name,Landings
GBE,1933,VIa,PER,Periwinkles nei,Littorina spp,
GBE,1933,VIa,PIL,European pilchard(=Sardine),Sardina pilchardus,
GBE,1933,VIa,PLE,European plaice,Pleuronectes platessa,312
GBE,1933,VIa,POK,Saithe(=Pollock),Pollachius virens,4504
GBE,1933,VIa,SBX,"Porgies, seabreams nei",Sparidae,646
GBE,1933,VIa,SKA,Raja rays nei,Raja spp,1842
GBE,1933,VIa,SLX,Salmonoids nei,Salmonoidei,
GBE,1933,VIa,SOL,Common sole,Solea solea,12
GBE,1933,VIa,SPR,European sprat,Sprattus sprattus,
GBE,1933,VIa,TUR,Turbot,Psetta maxima,52
GBE,1933,VIa,USK,Tusk(=Cusk),Brosme brosme,490
GBE,1933,VIa,WHE,Whelk,Buccinum undatum,
GBE,1933,VIa,WHG,Whiting,Merlangius merlangus,1217
GBE,1933,VIa,WIT,Witch flounder,Glyptocephalus cynoglossus,297
GBE,1933,VIb,BLL,Brill,Scophthalmus rhombus,
GBE,1933,VIb,CAA,Atlantic wolffish,Anarhichas lupus,10
GBE,1933,VIb,CLU,Clupeoids nei,Clupeoidei,
GBE,1933,VIb,COC,Common edible cockle,Cerastoderma edule,
GBE,1933,VIb,COD,Atlantic cod,Gadus morhua,154
GBE,1933,VIb,COE,European conger,Conger conger,2
GBE,1933,VIb,CPR,Common prawn,Palaemon serratus,
GBE,1933,VIb,CSH,Common shrimp,Crangon crangon,
GBE,1933,VIb,DAB,Common dab,Limanda limanda,
GBE,1933,VIb,DGS,Picked dogfish,Squalus acanthias,39
GBE,1933,VIb,FIN,Finfishes nei,Osteichthyes,22
GBE,1933,VIb,FLE,European flounder,Platichthys flesus,
GBE,1933,VIb,GUX,"Gurnards, searobins nei",Triglidae,110
GBE,1933,VIb,HAD,Haddock,Melanogrammus aeglefinus,2433
GBE,1933,VIb,HAL,Atlantic halibut,Hippoglossus hippoglossus,56
GBE,1933,VIb,HER,Atlantic herring,Clupea harengus,
GBE,1933,VIb,HKE,European hake,Merluccius merluccius,65
GBE,1933,VIb,INV,Aquatic invertebrates nei,Invertebrata,
GBE,1933,VIb,LEM,Lemon sole,Microstomus kitt,20
GBE,1933,VIb,LIN,Ling,Molva molva,298
GBE,1933,VIb,MAC,Atlantic mackerel,Scomber scombrus,
GBE,1933,VIb,MEG,Megrim,Lepidorhombus whiffiagonis,141
GBE,1933,VIb,MON,Angler(=Monk),Lophius piscatorius,42
GBE,1933,VIb,MUS,Blue mussel,Mytilus edulis,
GBE,1933,VIb,NEP,Norway lobster,Nephrops norvegicus,
GBE,1933,VIb,PER,Periwinkles nei,Littorina spp,
GBE,1933,VIb,PIL,European pilchard(=Sardine),Sardina pilchardus,
GBE,1933,VIb,PLE,European plaice,Pleuronectes platessa,1
GBE,1933,VIb,POK,Saithe(=Pollock),Pollachius virens,120
GBE,1933,VIb,SBX,"Porgies, seabreams nei",Sparidae,2
GBE,1933,VIb,SKA,Raja rays nei,Raja spp,237
GBE,1933,VIb,SLX,Salmonoids nei,Salmonoidei,
GBE,1933,VIb,SOL,Common sole,Solea solea,
GBE,1933,VIb,SPR,European sprat,Sprattus sprattus,
GBE,1933,VIb,TUR,Turbot,Psetta maxima,1
GBE,1933,VIb,USK,Tusk(=Cusk),Brosme brosme,119
GBE,1933,VIb,WHE,Whelk,Buccinum undatum,
GBE,1933,VIb,WHG,Whiting,Merlangius merlangus,3
GBE,1933,VIb,WIT,Witch flounder,Glyptocephalus cynoglossus,1
GBE,1933,"VIIa,f",BLL,Brill,Scophthalmus rhombus,113
GBE,1933,"VIIa,f",CAA,Atlantic wolffish,Anarhichas lupus,
GBE,1933,"VIIa,f",CLU,Clupeoids nei,Clupeoidei,13
GBE,1933,"VIIa,f",COC,Common edible cockle,Cerastoderma edule,3511
GBE,1933,"VIIa,f",COD,Atlantic cod,Gadus morhua,2893
GBE,1933,"VIIa,f",COE,European conger,Conger conger,506
GBE,1933,"VIIa,f",CPR,Common prawn,Palaemon serratus,
GBE,1933,"VIIa,f",CSH,Common shrimp,Crangon crangon,669
GBE,1933,"VIIa,f",DAB,Common dab,Limanda limanda,249
GBE,1933,"VIIa,f",DGS,Picked dogfish,Squalus acanthias,229
GBE,1933,"VIIa,f",FIN,Finfishes nei,Osteichthyes,547
GBE,1933,"VIIa,f",FLE,European flounder,Platichthys flesus,216
GBE,1933,"VIIa,f",GUX,"Gurnards, searobins nei",Triglidae,341
GBE,1933,"VIIa,f",HAD,Haddock,Melanogrammus aeglefinus,107
GBE,1933,"VIIa,f",HAL,Atlantic halibut,Hippoglossus hippoglossus,
GBE,1933,"VIIa,f",HER,Atlantic herring,Clupea harengus,1558
GBE,1933,"VIIa,f",HKE,European hake,Merluccius merluccius,1793
GBE,1933,"VIIa,f",INV,Aquatic invertebrates nei,Invertebrata,6
GBE,1933,"VIIa,f",LEM,Lemon sole,Microstomus kitt,291
GBE,1933,"VIIa,f",LIN,Ling,Molva molva,141
GBE,1933,"VIIa,f",MAC,Atlantic mackerel,Scomber scombrus,375
GBE,1933,"VIIa,f",MEG,Megrim,Lepidorhombus whiffiagonis,359
GBE,1933,"VIIa,f",MON,Angler(=Monk),Lophius piscatorius,192
GBE,1933,"VIIa,f",MUS,Blue mussel,Mytilus edulis,2495
GBE,1933,"VIIa,f",NEP,Norway lobster,Nephrops norvegicus,29
GBE,1933,"VIIa,f",PER,Periwinkles nei,Littorina spp,47
GBE,1933,"VIIa,f",PIL,European pilchard(=Sardine),Sardina pilchardus,
GBE,1933,"VIIa,f",PLE,European plaice,Pleuronectes platessa,1248
GBE,1933,"VIIa,f",POK,Saithe(=Pollock),Pollachius virens,310
GBE,1933,"VIIa,f",SBX,"Porgies, seabreams nei",Sparidae,29
GBE,1933,"VIIa,f",SKA,Raja rays nei,Raja spp,4710
GBE,1933,"VIIa,f",SLX,Salmonoids nei,Salmonoidei,
GBE,1933,"VIIa,f",SOL,Common sole,Solea solea,859
GBE,1933,"VIIa,f",SPR,European sprat,Sprattus sprattus,11
GBE,1933,"VIIa,f",TUR,Turbot,Psetta maxima,148
GBE,1933,"VIIa,f",USK,Tusk(=Cusk),Brosme brosme,
GBE,1933,"VIIa,f",WHE,Whelk,Buccinum undatum,
GBE,1933,"VIIa,f",WHG,Whiting,Merlangius merlangus,1767
GBE,1933,"VIIa,f",WIT,Witch flounder,Glyptocephalus cynoglossus,26
GBE,1933,"VIIb,c",BLL,Brill,Scophthalmus rhombus,6
GBE,1933,"VIIb,c",CAA,Atlantic wolffish,Anarhichas lupus,
GBE,1933,"VIIb,c",CLU,Clupeoids nei,Clupeoidei,
GBE,1933,"VIIb,c",COC,Common edible cockle,Cerastoderma edule,
GBE,1933,"VIIb,c",COD,Atlantic cod,Gadus morhua,322
GBE,1933,"VIIb,c",COE,European conger,Conger conger,156
GBE,1933,"VIIb,c",CPR,Common prawn,Palaemon serratus,
GBE,1933,"VIIb,c",CSH,Common shrimp,Crangon crangon,
GBE,1933,"VIIb,c",DAB,Common dab,Limanda limanda,11
GBE,1933,"VIIb,c",DGS,Picked dogfish,Squalus acanthias,493
GBE,1933,"VIIb,c",FIN,Finfishes nei,Osteichthyes,1653
GBE,1933,"VIIb,c",FLE,European flounder,Platichthys flesus,
GBE,1933,"VIIb,c",GUX,"Gurnards, searobins nei",Triglidae,61
GBE,1933,"VIIb,c",HAD,Haddock,Melanogrammus aeglefinus,723
GBE,1933,"VIIb,c",HAL,Atlantic halibut,Hippoglossus hippoglossus,14
GBE,1933,"VIIb,c",HER,Atlantic herring,Clupea harengus,15
GBE,1933,"VIIb,c",HKE,European hake,Merluccius merluccius,6587
GBE,1933,"VIIb,c",INV,Aquatic invertebrates nei,Invertebrata,
GBE,1933,"VIIb,c",LEM,Lemon sole,Microstomus kitt,16
GBE,1933,"VIIb,c",LIN,Ling,Molva molva,1335
GBE,1933,"VIIb,c",MAC,Atlantic mackerel,Scomber scombrus,33
GBE,1933,"VIIb,c",MEG,Megrim,Lepidorhombus whiffiagonis,1004
GBE,1933,"VIIb,c",MON,Angler(=Monk),Lophius piscatorius,219
GBE,1933,"VIIb,c",MUS,Blue mussel,Mytilus edulis,
GBE,1933,"VIIb,c",NEP,Norway lobster,Nephrops norvegicus,
GBE,1933,"VIIb,c",PER,Periwinkles nei,Littorina spp,
GBE,1933,"VIIb,c",PIL,European pilchard(=Sardine),Sardina pilchardus,
GBE,1933,"VIIb,c",PLE,European plaice,Pleuronectes platessa,29
GBE,1933,"VIIb,c",POK,Saithe(=Pollock),Pollachius virens,359
GBE,1933,"VIIb,c",SBX,"Porgies, seabreams nei",Sparidae,601
GBE,1933,"VIIb,c",SKA,Raja rays nei,Raja spp,1109
GBE,1933,"VIIb,c",SLX,Salmonoids nei,Salmonoidei,
GBE,1933,"VIIb,c",SOL,Common sole,Solea solea,10
GBE,1933,"VIIb,c",SPR,European sprat,Sprattus sprattus,
GBE,1933,"VIIb,c",TUR,Turbot,Psetta maxima,14
GBE,1933,"VIIb,c",USK,Tusk(=Cusk),Brosme brosme,14
GBE,1933,"VIIb,c",WHE,Whelk,Buccinum undatum,
GBE,1933,"VIIb,c",WHG,Whiting,Merlangius merlangus,145
GBE,1933,"VIIb,c",WIT,Witch flounder,Glyptocephalus cynoglossus,766
GBE,1933,"VIId,e",BLL,Brill,Scophthalmus rhombus,57
GBE,1933,"VIId,e",CAA,Atlantic wolffish,Anarhichas lupus,
GBE,1933,"VIId,e",CLU,Clupeoids nei,Clupeoidei,38
GBE,1933,"VIId,e",COC,Common edible cockle,Cerastoderma edule,209
GBE,1933,"VIId,e",COD,Atlantic cod,Gadus morhua,46
GBE,1933,"VIId,e",COE,European conger,Conger conger,248
GBE,1933,"VIId,e",CPR,Common prawn,Palaemon serratus,14
GBE,1933,"VIId,e",CSH,Common shrimp,Crangon crangon,8
GBE,1933,"VIId,e",DAB,Common dab,Limanda limanda,193
GBE,1933,"VIId,e",DGS,Picked dogfish,Squalus acanthias,661
GBE,1933,"VIId,e",FIN,Finfishes nei,Osteichthyes,585
GBE,1933,"VIId,e",FLE,European flounder,Platichthys flesus,40
GBE,1933,"VIId,e",GUX,"Gurnards, searobins nei",Triglidae,123
GBE,1933,"VIId,e",HAD,Haddock,Melanogrammus aeglefinus,
GBE,1933,"VIId,e",HAL,Atlantic halibut,Hippoglossus hippoglossus,
GBE,1933,"VIId,e",HER,Atlantic herring,Clupea harengus,4197
GBE,1933,"VIId,e",HKE,European hake,Merluccius merluccius,119
GBE,1933,"VIId,e",INV,Aquatic invertebrates nei,Invertebrata,140
GBE,1933,"VIId,e",LEM,Lemon sole,Microstomus kitt,94
GBE,1933,"VIId,e",LIN,Ling,Molva molva,85
GBE,1933,"VIId,e",MAC,Atlantic mackerel,Scomber scombrus,1669
GBE,1933,"VIId,e",MEG,Megrim,Lepidorhombus whiffiagonis,145
GBE,1933,"VIId,e",MON,Angler(=Monk),Lophius piscatorius,195
GBE,1933,"VIId,e",MUS,Blue mussel,Mytilus edulis,102
GBE,1933,"VIId,e",NEP,Norway lobster,Nephrops norvegicus,
GBE,1933,"VIId,e",PER,Periwinkles nei,Littorina spp,324
GBE,1933,"VIId,e",PIL,European pilchard(=Sardine),Sardina pilchardus,2999
GBE,1933,"VIId,e",PLE,European plaice,Pleuronectes platessa,539
GBE,1933,"VIId,e",POK,Saithe(=Pollock),Pollachius virens,
GBE,1933,"VIId,e",SBX,"Porgies, seabreams nei",Sparidae,
GBE,1933,"VIId,e",SKA,Raja rays nei,Raja spp,2067
GBE,1933,"VIId,e",SLX,Salmonoids nei,Salmonoidei,
GBE,1933,"VIId,e",SOL,Common sole,Solea solea,173
GBE,1933,"VIId,e",SPR,European sprat,Sprattus sprattus,508
GBE,1933,"VIId,e",TUR,Turbot,Psetta maxima,144
GBE,1933,"VIId,e",USK,Tusk(=Cusk),Brosme brosme,
GBE,1933,"VIId,e",WHE,Whelk,Buccinum undatum,21
GBE,1933,"VIId,e",WHG,Whiting,Merlangius merlangus,1354
GBE,1933,"VIId,e",WIT,Witch flounder,Glyptocephalus cynoglossus,
GBE,1933,VIIg-k,BLL,Brill,Scophthalmus rhombus,21
GBE,1933,VIIg-k,CAA,Atlantic wolffish,Anarhichas lupus,
GBE,1933,VIIg-k,CLU,Clupeoids nei,Clupeoidei,
GBE,1933,VIIg-k,COC,Common edible cockle,Cerastoderma edule,
GBE,1933,VIIg-k,COD,Atlantic cod,Gadus morhua,1873
GBE,1933,VIIg-k,COE,European conger,Conger conger,1169
GBE,1933,VIIg-k,CPR,Common prawn,Palaemon serratus,
GBE,1933,VIIg-k,CSH,Common shrimp,Crangon crangon,
GBE,1933,VIIg-k,DAB,Common dab,Limanda limanda,108
GBE,1933,VIIg-k,DGS,Picked dogfish,Squalus acanthias,1290
GBE,1933,VIIg-k,FIN,Finfishes nei,Osteichthyes,968
GBE,1933,VIIg-k,FLE,European flounder,Platichthys flesus,
GBE,1933,VIIg-k,GUX,"Gurnards, searobins nei",Triglidae,84
GBE,1933,VIIg-k,HAD,Haddock,Melanogrammus aeglefinus,984
GBE,1933,VIIg-k,HAL,Atlantic halibut,Hippoglossus hippoglossus,7
GBE,1933,VIIg-k,HER,Atlantic herring,Clupea harengus,4247
GBE,1933,VIIg-k,HKE,European hake,Merluccius merluccius,6662
GBE,1933,VIIg-k,INV,Aquatic invertebrates nei,Invertebrata,
GBE,1933,VIIg-k,LEM,Lemon sole,Microstomus kitt,181
GBE,1933,VIIg-k,LIN,Ling,Molva molva,1134
GBE,1933,VIIg-k,MAC,Atlantic mackerel,Scomber scombrus,3904
GBE,1933,VIIg-k,MEG,Megrim,Lepidorhombus whiffiagonis,1688
GBE,1933,VIIg-k,MON,Angler(=Monk),Lophius piscatorius,448
GBE,1933,VIIg-k,MUS,Blue mussel,Mytilus edulis,
GBE,1933,VIIg-k,NEP,Norway lobster,Nephrops norvegicus,
GBE,1933,VIIg-k,PER,Periwinkles nei,Littorina spp,
GBE,1933,VIIg-k,PIL,European pilchard(=Sardine),Sardina pilchardus,
GBE,1933,VIIg-k,PLE,European plaice,Pleuronectes platessa,212
GBE,1933,VIIg-k,POK,Saithe(=Pollock),Pollachius virens,371
GBE,1933,VIIg-k,SBX,"Porgies, seabreams nei",Sparidae,484
GBE,1933,VIIg-k,SKA,Raja rays nei,Raja spp,3021
GBE,1933,VIIg-k,SLX,Salmonoids nei,Salmonoidei,
GBE,1933,VIIg-k,SOL,Common sole,Solea solea,166
GBE,1933,VIIg-k,SPR,European sprat,Sprattus sprattus,
GBE,1933,VIIg-k,TUR,Turbot,Psetta maxima,88
GBE,1933,VIIg-k,USK,Tusk(=Cusk),Brosme brosme,
GBE,1933,VIIg-k,WHE,Whelk,Buccinum undatum,
GBE,1933,VIIg-k,WHG,Whiting,Merlangius merlangus,1510
GBE,1933,VIIg-k,WIT,Witch flounder,Glyptocephalus cynoglossus,420
GBE,1934,I,BLL,Brill,Scophthalmus rhombus,
GBE,1934,I,CAA,Atlantic wolffish,Anarhichas lupus,500
GBE,1934,I,CLU,Clupeoids nei,Clupeoidei,
GBE,1934,I,COC,Common edible cockle,Cerastoderma edule,
GBE,1934,I,COD,Atlantic cod,Gadus morhua,29642
GBE,1934,I,COE,European conger,Conger conger,
GBE,1934,I,CPR,Common prawn,Palaemon serratus,
GBE,1934,I,CSH,Common shrimp,Crangon crangon,
GBE,1934,I,DAB,Common dab,Limanda limanda,492
GBE,1934,I,DGS,Picked dogfish,Squalus acanthias,
GBE,1934,I,FIN,Finfishes nei,Osteichthyes,1654
GBE,1934,I,FLE,European flounder,Platichthys flesus,
GBE,1934,I,GUX,"Gurnards, searobins nei",Triglidae,
GBE,1934,I,HAD,Haddock,Melanogrammus aeglefinus,10695
GBE,1934,I,HAL,Atlantic halibut,Hippoglossus hippoglossus,284
GBE,1934,I,HER,Atlantic herring,Clupea harengus,
GBE,1934,I,HKE,European hake,Merluccius merluccius,
GBE,1934,I,INV,Aquatic invertebrates nei,Invertebrata,
GBE,1934,I,LEM,Lemon sole,Microstomus kitt,2
GBE,1934,I,LIN,Ling,Molva molva,3
GBE,1934,I,MAC,Atlantic mackerel,Scomber scombrus,
GBE,1934,I,MEG,Megrim,Lepidorhombus whiffiagonis,
GBE,1934,I,MON,Angler(=Monk),Lophius piscatorius,
GBE,1934,I,MUS,Blue mussel,Mytilus edulis,
GBE,1934,I,NEP,Norway lobster,Nephrops norvegicus,
GBE,1934,I,PER,Periwinkles nei,Littorina spp,
GBE,1934,I,PIL,European pilchard(=Sardine),Sardina pilchardus,
GBE,1934,I,PLE,European plaice,Pleuronectes platessa,3053
GBE,1934,I,POK,Saithe(=Pollock),Pollachius virens,584
GBE,1934,I,SBX,"Porgies, seabreams nei",Sparidae,
GBE,1934,I,SKA,Raja rays nei,Raja spp,166
GBE,1934,I,SLX,Salmonoids nei,Salmonoidei,
GBE,1934,I,SOL,Common sole,Solea solea,
GBE,1934,I,SPR,European sprat,Sprattus sprattus,
GBE,1934,I,TUR,Turbot,Psetta maxima,
GBE,1934,I,USK,Tusk(=Cusk),Brosme brosme,
GBE,1934,I,WHE,Whelk,Buccinum undatum,
GBE,1934,I,WHG,Whiting,Merlangius merlangus,1
GBE,1934,I,WIT,Witch flounder,Glyptocephalus cynoglossus,
GBE,1934,IIa,BLL,Brill,Scophthalmus rhombus,
GBE,1934,IIa,CAA,Atlantic wolffish,Anarhichas lupus,18
GBE,1934,IIa,CLU,Clupeoids nei,Clupeoidei,
GBE,1934,IIa,COC,Common edible cockle,Cerastoderma edule,
GBE,1934,IIa,COD,Atlantic cod,Gadus morhua,2250
GBE,1934,IIa,COE,European conger,Conger conger,
GBE,1934,IIa,CPR,Common prawn,Palaemon serratus,
GBE,1934,IIa,CSH,Common shrimp,Crangon crangon,
GBE,1934,IIa,DAB,Common dab,Limanda limanda,1
GBE,1934,IIa,DGS,Picked dogfish,Squalus acanthias,
GBE,1934,IIa,FIN,Finfishes nei,Osteichthyes,187
GBE,1934,IIa,FLE,European flounder,Platichthys flesus,
GBE,1934,IIa,GUX,"Gurnards, searobins nei",Triglidae,1
GBE,1934,IIa,HAD,Haddock,Melanogrammus aeglefinus,1447
GBE,1934,IIa,HAL,Atlantic halibut,Hippoglossus hippoglossus,60
GBE,1934,IIa,HER,Atlantic herring,Clupea harengus,
GBE,1934,IIa,HKE,European hake,Merluccius merluccius,
GBE,1934,IIa,INV,Aquatic invertebrates nei,Invertebrata,
GBE,1934,IIa,LEM,Lemon sole,Microstomus kitt,9
GBE,1934,IIa,LIN,Ling,Molva molva,11
GBE,1934,IIa,MAC,Atlantic mackerel,Scomber scombrus,
GBE,1934,IIa,MEG,Megrim,Lepidorhombus whiffiagonis,1
GBE,1934,IIa,MON,Angler(=Monk),Lophius piscatorius,2
GBE,1934,IIa,MUS,Blue mussel,Mytilus edulis,
GBE,1934,IIa,NEP,Norway lobster,Nephrops norvegicus,
GBE,1934,IIa,PER,Periwinkles nei,Littorina spp,
GBE,1934,IIa,PIL,European pilchard(=Sardine),Sardina pilchardus,
GBE,1934,IIa,PLE,European plaice,Pleuronectes platessa,25
GBE,1934,IIa,POK,Saithe(=Pollock),Pollachius virens,418
GBE,1934,IIa,SBX,"Porgies, seabreams nei",Sparidae,
GBE,1934,IIa,SKA,Raja rays nei,Raja spp,4
GBE,1934,IIa,SLX,Salmonoids nei,Salmonoidei,
GBE,1934,IIa,SOL,Common sole,Solea solea,
GBE,1934,IIa,SPR,European sprat,Sprattus sprattus,
GBE,1934,IIa,TUR,Turbot,Psetta maxima,
GBE,1934,IIa,USK,Tusk(=Cusk),Brosme brosme,1
GBE,1934,IIa,WHE,Whelk,Buccinum undatum,
GBE,1934,IIa,WHG,Whiting,Merlangius merlangus,11
GBE,1934,IIa,WIT,Witch flounder,Glyptocephalus cynoglossus,
GBE,1934,IIb,BLL,Brill,Scophthalmus rhombus,
GBE,1934,IIb,CAA,Atlantic wolffish,Anarhichas lupus,315
GBE,1934,IIb,CLU,Clupeoids nei,Clupeoidei,
GBE,1934,IIb,COC,Common edible cockle,Cerastoderma edule,
GBE,1934,IIb,COD,Atlantic cod,Gadus morhua,37230
GBE,1934,IIb,COE,European conger,Conger conger,
GBE,1934,IIb,CPR,Common prawn,Palaemon serratus,
GBE,1934,IIb,CSH,Common shrimp,Crangon crangon,
GBE,1934,IIb,DAB,Common dab,Limanda limanda,120
GBE,1934,IIb,DGS,Picked dogfish,Squalus acanthias,
GBE,1934,IIb,FIN,Finfishes nei,Osteichthyes,1651
GBE,1934,IIb,FLE,European flounder,Platichthys flesus,
GBE,1934,IIb,GUX,"Gurnards, searobins nei",Triglidae,
GBE,1934,IIb,HAD,Haddock,Melanogrammus aeglefinus,1546
GBE,1934,IIb,HAL,Atlantic halibut,Hippoglossus hippoglossus,134
GBE,1934,IIb,HER,Atlantic herring,Clupea harengus,
GBE,1934,IIb,HKE,European hake,Merluccius merluccius,
GBE,1934,IIb,INV,Aquatic invertebrates nei,Invertebrata,
GBE,1934,IIb,LEM,Lemon sole,Microstomus kitt,
GBE,1934,IIb,LIN,Ling,Molva molva,1
GBE,1934,IIb,MAC,Atlantic mackerel,Scomber scombrus,
GBE,1934,IIb,MEG,Megrim,Lepidorhombus whiffiagonis,
GBE,1934,IIb,MON,Angler(=Monk),Lophius piscatorius,
GBE,1934,IIb,MUS,Blue mussel,Mytilus edulis,
GBE,1934,IIb,NEP,Norway lobster,Nephrops norvegicus,
GBE,1934,IIb,PER,Periwinkles nei,Littorina spp,
GBE,1934,IIb,PIL,European pilchard(=Sardine),Sardina pilchardus,
GBE,1934,IIb,PLE,European plaice,Pleuronectes platessa,
GBE,1934,IIb,POK,Saithe(=Pollock),Pollachius virens,802
GBE,1934,IIb,SBX,"Porgies, seabreams nei",Sparidae,
GBE,1934,IIb,SKA,Raja rays nei,Raja spp,59
GBE,1934,IIb,SLX,Salmonoids nei,Salmonoidei,
GBE,1934,IIb,SOL,Common sole,Solea solea,
GBE,1934,IIb,SPR,European sprat,Sprattus sprattus,
GBE,1934,IIb,TUR,Turbot,Psetta maxima,
GBE,1934,IIb,USK,Tusk(=Cusk),Brosme brosme,
GBE,1934,IIb,WHE,Whelk,Buccinum undatum,
GBE,1934,IIb,WHG,Whiting,Merlangius merlangus,
GBE,1934,IIb,WIT,Witch flounder,Glyptocephalus cynoglossus,
GBE,1934,IV,BLL,Brill,Scophthalmus rhombus,605
GBE,1934,IV,CAA,Atlantic wolffish,Anarhichas lupus,631
GBE,1934,IV,CLU,Clupeoids nei,Clupeoidei,210
GBE,1934,IV,COC,Common edible cockle,Cerastoderma edule,6377
GBE,1934,IV,COD,Atlantic cod,Gadus morhua,33278
GBE,1934,IV,COE,European conger,Conger conger,54
GBE,1934,IV,CPR,Common prawn,Palaemon serratus,
GBE,1934,IV,CSH,Common shrimp,Crangon crangon,1775
GBE,1934,IV,DAB,Common dab,Limanda limanda,2435
GBE,1934,IV,DGS,Picked dogfish,Squalus acanthias,2368
GBE,1934,IV,FIN,Finfishes nei,Osteichthyes,4066
GBE,1934,IV,FLE,European flounder,Platichthys flesus,142
GBE,1934,IV,GUX,"Gurnards, searobins nei",Triglidae,870
GBE,1934,IV,HAD,Haddock,Melanogrammus aeglefinus,25620
GBE,1934,IV,HAL,Atlantic halibut,Hippoglossus hippoglossus,127
GBE,1934,IV,HER,Atlantic herring,Clupea harengus,105827
GBE,1934,IV,HKE,European hake,Merluccius merluccius,1415
GBE,1934,IV,INV,Aquatic invertebrates nei,Invertebrata,18
GBE,1934,IV,LEM,Lemon sole,Microstomus kitt,1351
GBE,1934,IV,LIN,Ling,Molva molva,2320
GBE,1934,IV,MAC,Atlantic mackerel,Scomber scombrus,773
GBE,1934,IV,MEG,Megrim,Lepidorhombus whiffiagonis,155
GBE,1934,IV,MON,Angler(=Monk),Lophius piscatorius,978
GBE,1934,IV,MUS,Blue mussel,Mytilus edulis,1617
GBE,1934,IV,NEP,Norway lobster,Nephrops norvegicus,441
GBE,1934,IV,PER,Periwinkles nei,Littorina spp,542
GBE,1934,IV,PIL,European pilchard(=Sardine),Sardina pilchardus,
GBE,1934,IV,PLE,European plaice,Pleuronectes platessa,18643
GBE,1934,IV,POK,Saithe(=Pollock),Pollachius virens,4250
GBE,1934,IV,SBX,"Porgies, seabreams nei",Sparidae,1
GBE,1934,IV,SKA,Raja rays nei,Raja spp,4783
GBE,1934,IV,SLX,Salmonoids nei,Salmonoidei,
GBE,1934,IV,SOL,Common sole,Solea solea,3189
GBE,1934,IV,SPR,European sprat,Sprattus sprattus,4903
GBE,1934,IV,TUR,Turbot,Psetta maxima,3493
GBE,1934,IV,USK,Tusk(=Cusk),Brosme brosme,303
GBE,1934,IV,WHE,Whelk,Buccinum undatum,2303
GBE,1934,IV,WHG,Whiting,Merlangius merlangus,9100
GBE,1934,IV,WIT,Witch flounder,Glyptocephalus cynoglossus,674
GBE,1934,UNK,BLL,Brill,Scophthalmus rhombus,1
GBE,1934,UNK,CAA,Atlantic wolffish,Anarhichas lupus,12
GBE,1934,UNK,CLU,Clupeoids nei,Clupeoidei,
GBE,1934,UNK,COC,Common edible cockle,Cerastoderma edule,
GBE,1934,UNK,COD,Atlantic cod,Gadus morhua,582
GBE,1934,UNK,COE,European conger,Conger conger,22
GBE,1934,UNK,CPR,Common prawn,Palaemon serratus,
GBE,1934,UNK,CSH,Common shrimp,Crangon crangon,
GBE,1934,UNK,DAB,Common dab,Limanda limanda,5
GBE,1934,UNK,DGS,Picked dogfish,Squalus acanthias,113
GBE,1934,UNK,FIN,Finfishes nei,Osteichthyes,14009
GBE,1934,UNK,FLE,European flounder,Platichthys flesus,2
GBE,1934,UNK,GUX,"Gurnards, searobins nei",Triglidae,48
GBE,1934,UNK,HAD,Haddock,Melanogrammus aeglefinus,294
GBE,1934,UNK,HAL,Atlantic halibut,Hippoglossus hippoglossus,27
GBE,1934,UNK,HER,Atlantic herring,Clupea harengus,
GBE,1934,UNK,HKE,European hake,Merluccius merluccius,493
GBE,1934,UNK,INV,Aquatic invertebrates nei,Invertebrata,
GBE,1934,UNK,LEM,Lemon sole,Microstomus kitt,7
GBE,1934,UNK,LIN,Ling,Molva molva,215
GBE,1934,UNK,MAC,Atlantic mackerel,Scomber scombrus,1
GBE,1934,UNK,MEG,Megrim,Lepidorhombus whiffiagonis,104
GBE,1934,UNK,MON,Angler(=Monk),Lophius piscatorius,35
GBE,1934,UNK,MUS,Blue mussel,Mytilus edulis,
GBE,1934,UNK,NEP,Norway lobster,Nephrops norvegicus,
GBE,1934,UNK,PER,Periwinkles nei,Littorina spp,
GBE,1934,UNK,PIL,European pilchard(=Sardine),Sardina pilchardus,
GBE,1934,UNK,PLE,European plaice,Pleuronectes platessa,34
GBE,1934,UNK,POK,Saithe(=Pollock),Pollachius virens,180
GBE,1934,UNK,SBX,"Porgies, seabreams nei",Sparidae,42
GBE,1934,UNK,SKA,Raja rays nei,Raja spp,166
GBE,1934,UNK,SLX,Salmonoids nei,Salmonoidei,396
GBE,1934,UNK,SOL,Common sole,Solea solea,4
GBE,1934,UNK,SPR,European sprat,Sprattus sprattus,
GBE,1934,UNK,TUR,Turbot,Psetta maxima,6
GBE,1934,UNK,USK,Tusk(=Cusk),Brosme brosme,11
GBE,1934,UNK,WHE,Whelk,Buccinum undatum,
GBE,1934,UNK,WHG,Whiting,Merlangius merlangus,41
GBE,1934,UNK,WIT,Witch flounder,Glyptocephalus cynoglossus,39
GBE,1934,Va,BLL,Brill,Scophthalmus rhombus,
GBE,1934,Va,CAA,Atlantic wolffish,Anarhichas lupus,9205
GBE,1934,Va,CLU,Clupeoids nei,Clupeoidei,
